,Unnamed: 0,name,description,winery,ages,tipes_grapes,Colors
2256,2256,O Luar do Sil Godello Fermentado en barrica 2016,White wine Barrel fermented. 6 months on lees in the barrel. Winery: Pago de los Capellanes. D.O. Valdeorras. (Galicia) Variety: Godello,LAN,LAN,Godello,White wine
2257,2257,Rabelo Roman 2015,"Red wine Barrel Respectful agriculture. Winery: Compañía de Vinos del Atlántico. DOC Douro. (Douro) Variety: Touriga Nacional, Touringa franca and Tinta rotiz.",Compañía de Vinos del Atlántico,Compañía de Vinos del Atlántico,Ti,Red wine
2258,2258,MicroBio Microbio 2018,White wine Aged on its lees Natural. 5 months on lees in stainless steel vats. Winery: MicroBio Wines. Rueda. (Castilla y León) Variety: Verdejo,MicroBio Wines,MicroBio Wines,Ti,White wine
2259,2259,Barco del Corneta 2017,White wine Barrel Respectful agriculture. 8 months in French oak barrels. Winery: Barco del Corneta. VT Castilla-León. (Castilla y León) Variety: Verdejo,Barco del Corneta,Barco del Corneta,Ti,White wine
2260,2260,Damana Crianza 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Tábula. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Tábula,Tábula,Tempranillo,Red wine
2261,2261,Faustino V Reserva 2014,Red wine Reserva. 16 months in American oak barrels. Winery: Faustino. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela and Tempranillo.,Faustino,Faustino,Mazuela,Red wine
2262,2262,Conde de San Cristóbal 2016,"Red wine Barrel. 12 months in French Caucasian and American oak barrels. Winery: Conde de San Cristóbal. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Tinto Fino and Merlot.",Conde de San Cristóbal,Conde de San Cristóbal,Cabernet Sauvignon,Red wine
2263,2263,Lalume 2017,White wine Aged on its lees Respectful agriculture. 12 months in different kind of barrels. Winery: Dominio do Bibei. D.O. Ribeiro. (Galicia) Variety: Treixadura,Dominio do Bibei,Dominio do Bibei,Treixadura,White wine
2264,2264,Malaspiedras 2018,"Red wine Barrel Organic. 8 months in different kind of barrels. Winery: El Mozo Wines. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Viura and Tempranillo.",El Mozo Wines,El Mozo Wines,Garnacha Tinta,Red wine
2265,2265,Bàrbara Forés El Quintà 2018,White wine Barrel Respectful agriculture. 6 months in French oak barrels 500 L. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Garnacha Blanca,Bàrbara Forés,Bàrbara Forés,Garnacha Blanca,White wine
2266,2266,Goyo García Viñas Viejas 2018,Red wine Young Natural. Winery: Goyo García Viticultor. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Goyo García Viticultor,Goyo García Viticultor,Ti,Red wine
2267,2267,Ònix Clàssic Blanc 2018,White wine Young. Winery: Vinícola del Priorat. D.O.Q. Priorat. (Catalonia) Variety: Macabeo and Garnacha Blanca.,LAN,LAN,Garnacha Blanca,White wine
2268,2268,Txomin Etxaniz 2019,White wine Young. Winery: Txomin Etxaniz. D.O. Getariako-Txakolina. (Basque Country) Variety: Hondarribi Zuri and Hondarribi Beltza.,Txomin Etxaniz,Txomin Etxaniz,Hondarribi Beltza,White wine
2269,2269,MicroBio Sietejuntos Syrah 2018,Red wine Barrel Organic Natural. Winery: MicroBio Wines. Segovia. (Castilla y León) Variety: Syrah,MicroBio Wines,MicroBio Wines,Syrah,Red wine
2270,2270,MicroBio Sin Rumbo 2018,White wine Barrel Organic Natural. Winery: MicroBio Wines. Segovia. (Castilla y León) Variety: Verdejo,MicroBio Wines,MicroBio Wines,Ti,White wine
2271,2271,MicroBio Sin Nombre 2017,White wine Barrel Organic Natural. Winery: MicroBio Wines. Segovia. (Castilla y León) Variety: Verdejo,MicroBio Wines,MicroBio Wines,Ti,White wine
2272,2272,Gorka Izagirre Txakoli 2019,White wine Young. Winery: Txacolí Gorka Izagirre. D.O. Bizkaiko Txakolina. (Basque Country) Variety: Hondarribi Zuri and Hondarrabi zuri zerratie.,Txacolí Gorka Izagirre,Txacolí Gorka Izagirre,Hondarrabi zuri zerratie,White wine
2273,2273,Prima 2017,Red wine Barrel. 14 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Garnacha Tinta and Tinta de Toro.,Mauro,Mauro,Garnacha Tinta,Red wine
2274,2274,Cims de Porrera Vi de Vila 2015,Red wine Barrel. 12 months in French oak barrels. Winery: Cims de Porrera. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Cims de Porrera,Cims de Porrera,Cariñena,Red wine
2275,2275,Dominio del Bendito Perlarena 2018,Rosé wine Barrel Respectful agriculture. Winery: Dominio del Bendito. D.O. Toro. (Castilla y León) Variety: Syrah and Tinta de Toro.,Dominio del Bendito,Dominio del Bendito,Syrah,Rosé wine
2276,2276,Finca Los Quemados 2017,Red wine Barrel Natural Respectful agriculture. Winery: Goyo García Viticultor. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Goyo García Viticultor,Goyo García Viticultor,Tempranillo,Red wine
2277,2277,Cantina Margò Rosso 2018,Red wine Barrel Organic Natural Biodinámico. Winery: Cantina Margo. IGP Umbria. (Umbria) Variety: Sangiovese,Cantina Margo,Cantina Margo,Sangiovese,Red wine
2278,2278,Hacienda el Ternero Torno Crianza 2015,Red wine Crianza. 12 months in French oak barrels. Winery: Hacienda El Ternero. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Hacienda El Ternero,Hacienda El Ternero,Tempranillo,Red wine
2279,2279,Vivanco Crianza 2016,Red wine Crianza. 16 months in French and American oak barrels. Winery: Vivanco. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Vivanco,Vivanco,Tempranillo,Red wine
2280,2280,Albiker 2019,Red wine Carbonic maceration. Winery: Altún. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Viura.,Altún,Altún,Tempranillo,Red wine
2281,2281,Williams & Humbert Don Guido PX VOS 50cl,Sweet wine Criaderas and Solera. 20 years in solera. Winery: Williams & Humbert. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez,Williams & Humbert,Williams & Humbert,Pedro Ximénez,Sweet wine
2282,2282,Mas La Mola Negre 2017,"Red wine Barrel Respectful agriculture. 15 months in French, Allier oak barrels. Winery: Mas la Mola. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Garnacha Peluda.",Mas la Mola,Mas la Mola,Garnacha Peluda,Red wine
2283,2283,Domaine Gramenon L'Elémentaire 2018,Red wine Barrel Natural Biodinámico Organic. Winery: Domaine Gramenon. AOC Côtes du Rhône. (Rhone) Variety: Syrah and Garnacha Tinta.,Domaine Gramenon,Domaine Gramenon,Côt,Red wine
2284,2284,Domaine Gramenon La Mémé 2018,Red wine Barrel Organic Natural Biodinámico. 13 months in French and American oak barrels. Winery: Domaine Gramenon. AOC Côtes du Rhône. (Rhone) Variety: Garnacha Tinta,Domaine Gramenon,Domaine Gramenon,Côt,Red wine
2285,2285,Domaine Gramenon L'émouvante 2018,Red wine Barrel Organic Natural Biodinámico. Winery: Domaine Gramenon. AOC Côtes du Rhône. (Rhone) Variety: Syrah,Domaine Gramenon,Domaine Gramenon,Côt,Red wine
2286,2286,Domaine Gramenon Poignée de Raisins 2018,Red wine Young Natural Biodinámico. Winery: Domaine Gramenon. AOC Côtes du Rhône. (Rhone) Variety: Garnacha Tinta,Domaine Gramenon,Domaine Gramenon,Côt,Red wine
2287,2287,Val de Nora 2018,White wine Young. Winery: Viña Nora. D.O. Rías Baixas. (Galicia) Variety: Albariño,Viña Nora,Viña Nora,Albariño,White wine
2288,2288,Venta la Ossa Syrah 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Mano a Mano. D.O. La Mancha. (Castilla La Mancha) Variety: Syrah,Mano a Mano,Mano a Mano,Syrah,Red wine
2289,2289,Verónica Ortega Quite 2018,Red wine Barrel Organic. 8 months in French oak barrels. Winery: Verónica Ortega. D.O. Bierzo. (Castilla y León) Variety: Mencía,Verónica Ortega,Verónica Ortega,Mencía,Red wine
2290,2290,Campo Viejo Gran Reserva 2013,"Red wine Gran Reserva. 24 months in French and American oak barrels. Winery: Campo Viejo. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo.",Campo Viejo,Campo Viejo,Graciano,Red wine
2291,2291,Gallinas y Focas 2017,Red wine Crianza Organic. 18 months in oak barrels. Winery: 4 Kilos. VT Mallorca. (Balearic Islands) Variety: Syrah and Manto Negro.,4 Kilos,4 Kilos,Manto Negro,Red wine
2292,2292,Coto de Imaz Selección Viñedos 2015,Red wine Reserva. 12 months in American oak barrels. Winery: El Coto de Rioja. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,El Coto de Rioja,El Coto de Rioja,Tempranillo,Red wine
2293,2293,Conde Siruela Roble 2018,Red wine Oak. 4 months in American oak barrels. Winery: Frutos Villar. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Frutos Villar,Frutos Villar,Tempranillo,Red wine
2294,2294,Ònix Clàssic 2018,Red wine Young. Winery: Vinícola del Priorat. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Samsó.,Vinícola del Priorat,Vinícola del Priorat,Garnacha Tinta,Red wine
2295,2295,Vespres 2017,Red wine Barrel Respectful agriculture. 8 months in French oak barrels. Winery: Josep Grau Viticultor. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Samsó.,Josep Grau Viticultor,Josep Grau Viticultor,Garnacha Tinta,Red wine
2296,2296,Raig de Raïm 2017,"Red wine Barrel Organic. 4 months in French and American oak barrels. Winery: Celler Piñol. D.O. Terra Alta. (Catalonia) Variety: Syrah, Merlot, Garnacha Tinta and Cariñena.",Celler Piñol,Celler Piñol,Cariñena,Red wine
2297,2297,Vespres Magnum 2015,Red wine Barrel Respectful agriculture. 8 months in French oak barrels. Winery: Josep Grau Viticultor. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Samsó.,Josep Grau Viticultor,Josep Grau Viticultor,Garnacha Tinta,Red wine
2298,2298,Josep Grau Territori 2017,Red wine Barrel Organic. Winery: Josep Grau Viticultor. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta,Josep Grau Viticultor,Josep Grau Viticultor,Garnacha Tinta,Red wine
2299,2299,Quinta do Vale Meão 2017,"Red wine Barrel. Winery: F. Olazabal & Filhos. DOC Douro. (Douro) Variety: Touriga Nacional, Touringa franca and Tinta rotiz.",F. Olazabal & Filhos,F. Olazabal & Filhos,Ti,Red wine
2300,2300,Gran Callejo 2013,Red wine Gran Reserva. 24 months in French oak barrels. Winery: Felix Callejo. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Felix Callejo,Felix Callejo,Tempranillo,Red wine
2301,2301,Cérvoles Garnatxa 2018,Red wine Barrel Respectful agriculture. 6 months in separate containers. Winery: Cérvoles. D.O. Costers del Segre. (Catalonia) Variety: Garnacha Tinta,Cérvoles,Cérvoles,Garnacha Tinta,Red wine
2302,2302,Bàrbara Forés Coma d'En Pou 2017,"Red wine Crianza Respectful agriculture. 15 months in French oak barrels. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta and Syrah.",Bàrbara Forés,Bàrbara Forés,Cabernet Sauvignon,Red wine
2303,2303,Meandro do Vale Meão 2017,"Red wine Barrel. Winery: F. Olazabal & Filhos. DOC Douro. (Douro) Variety: Touriga Nacional, Tinta rotiz, Alicante Bouschet and Tinta barroca.",F. Olazabal & Filhos,F. Olazabal & Filhos,Alicante,Red wine
2304,2304,Vall del Calàs 2015,"Red wine Crianza. 12 months in French oak barrels. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta, Merlot and Tempranillo.",Celler de Capçanes,Celler de Capçanes,Garnacha Tinta,Red wine
2305,2305,Añares Crianza 2017,"Red wine Crianza. 14 months in French and American oak barrels. Winery: Olarra. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
2306,2306,El Outsider 2018,Red wine Natural Organic. Winery: En Voz Baja. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta,En Voz Baja,En Voz Baja,Garnacha Tinta,Red wine
2307,2307,Molí dels Capellans Chardonnay 2018,White wine Barrel. 6 months in French oak barrels. Winery: Molí dels Capellans. D.O. Conca de Barberà. (Catalonia) Variety: Chardonnay,LAN,LAN,Chardonnay,White wine
2308,2308,Las Vidres 2017,White wine Barrel Respectful agriculture. 11 months in French oak barrels used. Winery: Alvar de Dios Hernandez. D.O. Arribes. (Castilla y León) Variety: Doña Blanca,Alvar de Dios Hernandez,Alvar de Dios Hernandez,Doña Blanca,White wine
2309,2309,Domaine des Lises Equinoxe Crozes-Hermitage 2018,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Domaine des Lises. AOC Crozes-Hermitage. (Rhone) Variety: Syrah,Domaine des Lises,Domaine des Lises,Syrah,Red wine
2310,2310,Costumbres Blanco 2017,White wine Barrel Organic. Winery: En Voz Baja. D.O.Ca. Rioja. (La Rioja) Variety: Viura,En Voz Baja,En Voz Baja,Viura,White wine
2311,2311,Quest 2016,"Red wine Barrel Respectful agriculture. 17 months in oak barrels. Winery: Castell d'Encús. D.O. Costers del Segre. (Catalonia) Variety: Cabernet Sauvignon, Petit Verdot and Cabernet Franc.",Castell d'Encús,Castell d'Encús,Cabernet Franc,Red wine
2312,2312,Torremilanos Ojo Gallo Rosado 2018,"Rosé wine Barrel. Winery: Torremilanos. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo, Other White varieties, Viura and Other red varieties.",LAN,LAN,Other red varieties,Rosé wine
2313,2313,Grans Muralles 2015,"Red wine Reserva. 18 months in French, Allier and Nevers oak barrels. Winery: Torres. D.O. Conca de Barberà. (Catalonia) Variety: Monastrell, Cariñena, Garnacha Tinta and Other red varieties.",Torres,Torres,Cariñena,Red wine
2314,2314,Martínez Lacuesta Cosecha 2018,"Red wine Barrel. 6 months in American oak barrels. Winery: Martínez Lacuesta. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo.",Graci,Graci,Graciano,Red wine
2315,2315,La Gutina Demontre 2018,Red wine Young Natural Organic. Winery: la Gutina. Empordà. (Catalonia) Variety: Garnacha Tinta and Samsó.,la Gutina,la Gutina,Garnacha Tinta,Red wine
2316,2316,La Gutina La Sureda 2018,Rosé wine Young Organic Natural. Winery: la Gutina. Empordà. (Catalonia) Variety: Garnacha Tinta,la Gutina,la Gutina,Garnacha Tinta,Rosé wine
2317,2317,K-Naia 2019,White wine Young. Winery: Naia. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc and Verdejo.,LAN,LAN,Sauvignon Blanc,White wine
2318,2318,Galia Le Dean 2015,Red wine Barrel. 21 months in French oak barrels. Winery: El Regajal. VT Castilla-León. (Castilla y León) Variety: Tinto Fino and Albillo.,El Regajal,El Regajal,Albillo,Red wine
2319,2319,Galia Clos Santuy 2016,Red wine Barrel. 23 months in oak barrels. Winery: El Regajal. VT Castilla-León. (Castilla y León) Variety: Tinto Fino and Albillo.,El Regajal,El Regajal,Albillo,Red wine
2320,2320,Galia 2016,Red wine Barrel. 20 months in French oak barrels. Winery: El Regajal. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta and Tempranillo.,El Regajal,El Regajal,Garnacha Tinta,Red wine
2321,2321,Algueira Finca Cortezada 2018,"White wine Aged on its lees. Winery: Algueira. D.O. Ribeira Sacra. (Galicia) Variety: Albariño, Godello and Treixadura.",Algueira,Algueira,Albariño,White wine
2322,2322,El Casetero Garnacha 2018,Red wine Young. Winery: Bodegas Frontonio. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta,Bodegas Frontonio,Bodegas Frontonio,Garnacha Tinta,Red wine
2323,2323,Matarromera Reserva 2015,Red wine Reserva. 18 months in French and American oak barrels. Winery: Matarromera. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Matarromera,Matarromera,Tempranillo,Red wine
2324,2324,Dominio de Tares Baltos 2017,Red wine Oak. 6 months in French and American oak barrels. Winery: Dominio de Tares. D.O. Bierzo. (Castilla y León) Variety: Mencía,Dominio de Tares,Dominio de Tares,Mencía,Red wine
2325,2325,A Coroa 200 Cestos 2018,White wine Aged on its lees. Winery: A Coroa. D.O. Valdeorras. (Galicia) Variety: Godello,A Coroa,A Coroa,Godello,White wine
2326,2326,Mondo 2018,Orange wine Skin Contact Organic Natural. Winery: Isaac Cantalapiedra. VT Castilla-León. (Castilla y León) Variety: Verdejo,Isaac Cantalapiedra,Isaac Cantalapiedra,Ti,Orange wine
2327,2327,Esporao 4 Castas 2017,"Red wine Barrel. Winery: Esporao. DOC Alentejo. (Alentejo) Variety: Syrah, Touriga Nacional, Petit Verdot and Touringa franca.",Esporao,Esporao,Petit Verdot,Red wine
2328,2328,Suertes del Marqués El Lance 2017,"Red wine Barrel. 11 months in French oak barrels 500 L. Winery: Suertes del Marqués. D.O. Valle de la Orotava. (Canary Islands) Variety: Listan negro, Baboso Negro, Other red varieties and Vijariego Negro.",LAN,LAN,Baboso Negro,Red wine
2329,2329,Bracamonte Roble 2018,Red wine Oak. 6 months in French and American oak barrels. Winery: Yllera. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Yllera,Yllera,Ti,Red wine
2330,2330,Sangre de Toro 2018,Red wine Barrel. 6 months in American oak barrels. Winery: Torres. D.O. Catalunya. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Torres,Torres,Cariñena,Red wine
2331,2331,Cirsion Magnum 2016,Red wine Barrel. 8 months in French oak barrels. Winery: Roda. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Roda,Roda,Tempranillo,Red wine
2332,2332,Clos Dominic Vinyes Baixes 2017,"Red wine Barrel. 12 months in French oak barrels. Winery: Clos Dominic. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Merlot, Picapoll Negre, Garnacha Tinta and Cariñena.",Clos Dominic,Clos Dominic,Cabernet Sauvignon,Red wine
2333,2333,Clos Dominic Vinyes Altes Selecció Miriam 2016,Red wine. 18 months in French oak barrels. Winery: Clos Dominic. D.O.Q. Priorat. (Catalonia) Variety: Cariñena,Clos Dominic,Clos Dominic,Cariñena,Red wine
2334,2334,Tentenublo Custero 2018,"Red wine Aged in cement eggs Organic. Winery: Tentenublo. D.O.Ca. Rioja. (La Rioja) Variety: Monastrell, Tempranillo, Malvasía, Garnacha Gris, Garnacha Tinta, Graciano, Viura and Calagraño.",Graci,Graci,Calagraño,Red wine
2335,2335,Villa Matilde Cecubo 2014,Red wine Barrel. Winery: Villa Matilde. IGP Roccamonfina. (Campania) Variety: Primitivo and Piedirosso.,Villa Matilde,Villa Matilde,Piedirosso,Red wine
2336,2336,Carlania El Plantarga 2018,Rosé wine Natural Organic. Winery: Celler Carlania. Conca de Barberà. (Catalonia) Variety: Trepat,Celler Carlania,Celler Carlania,Trepat,Rosé wine
2337,2337,Quinta de Couselo Selección 2015,White wine Crianza. 28 months in an inox tank. Winery: Quinta de Couselo. D.O. Rías Baixas. (Galicia) Variety: Albariño,Quinta de Couselo,Quinta de Couselo,Albariño,White wine
2338,2338,La del Vivo 2018,White wine Barrel. 12 months in French oak barrels used. Winery: La Vizcaína de Vinos. D.O. Bierzo. (Castilla y León) Variety: Godello,La Vizcaína de Vinos,La Vizcaína de Vinos,Godello,White wine
2339,2339,Bruno Murciano Las Tintas 2018,"Red wine Barrel Respectful agriculture. Winery: Bruno Murciano. D.O. Utiel-Requena. (Valencia) Variety: Moravia Agria, Royal and Crujidera.",Bruno Murciano,Bruno Murciano,Crujidera,Red wine
2340,2340,Costers del Gravet 2016,"Red wine Barrel. 12 months in French oak barrels. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Cariñena and Garnacha Tinta.",Celler de Capçanes,Celler de Capçanes,Cabernet Sauvignon,Red wine
2341,2341,Muga Crianza Magnum 2016,"Red wine Crianza. 24 months in French and American oak barrels and 12 months in bottle. Winery: Muga. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
2342,2342,Ponce Pino 2018,Red wine Barrel Respectful agriculture. 11 months in French oak barrels. Winery: Ponce. D.O. Manchuela. (Castilla La Mancha) Variety: Bobal,Ponce,Ponce,Bobal,Red wine
2343,2343,Hito Rosado 2019,Rosé wine Young Respectful agriculture. Winery: Cepa 21. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Cepa 21,Cepa 21,Ti,Rosé wine
2344,2344,El Sueño Bobal Cepas Centenarias Caliza 2016,Red wine Barrel Respectful agriculture. Winery: Bruno Murciano. D.O. Utiel-Requena. (Valencia) Variety: Bobal,Bruno Murciano,Bruno Murciano,Bobal,Red wine
2345,2345,Atzar 2018,"Red wine Barrel Respectful agriculture. Winery: Mas la Mola. D.O.Q. Priorat. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta.",Mas la Mola,Mas la Mola,Cariñena,Red wine
2346,2346,Castello Monaci Negroamaro Maru 2018,Red wine Barrel. Winery: Castello Monaci. IGT Salento. (Puglia) Variety: Negroamaro,Castello Monaci,Castello Monaci,Negroamaro,Red wine
2347,2347,Viña Ardanza Selección Especial Magnum 2010,Red wine Reserva. 36 months in American oak barrels and 36 months in bottle. Winery: La Rioja Alta. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Tempranillo.,La Rioja Alta,La Rioja Alta,Garnacha Tinta,Red wine
2348,2348,Semele Crianza 2017,Red wine Crianza. 12 months in oak barrels. Winery: Montebaco. D.O. Ribera del Duero. (Castilla y León) Variety: Merlot and Tinto Fino.,Montebaco,Montebaco,Merlot,Red wine
2349,2349,Breca 2017,Red wine Crianza. 13 months in French oak barrels. Winery: Breca. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta,Breca,Breca,Garnacha Tinta,Red wine
2350,2350,Pinord +7 2016,"Red wine Reserva Organic. 14 months in French oak barrels and 12 months in bottle. Winery: Pinord. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta and Syrah.",Pinord,Pinord,Cabernet Sauvignon,Red wine
2351,2351,Ultreia Saint Jacques 2018,Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Raúl Pérez. D.O. Bierzo. (Castilla y León) Variety: Mencía,Raúl Pérez,Raúl Pérez,Mencía,Red wine
2352,2352,Com Tu 2017,Red wine Barrel Respectful agriculture. 18 months in foudres. Winery: Clos Mogador. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta,Clos Mogador,Clos Mogador,Garnacha Tinta,Red wine
2353,2353,Torremorón Crianza 2016,Red wine Crianza. 16 months in French and American oak barrels. Winery: Bodegas Torremorón. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Bodegas Torremorón,Bodegas Torremorón,Tempranillo,Red wine
2354,2354,Intramurs de Poblet Negre 2018,"Red wine Young. 4 months in French oak barrels. Winery: Abadía de Poblet. D.O. Conca de Barberà. (Catalonia) Variety: Cabernet Sauvignon, Merlot and Tempranillo.",Abadía de Poblet,Abadía de Poblet,Cabernet Sauvignon,Red wine
2355,2355,Jiménez-Landi Ataulfos 2018,Red wine Crianza Respectful agriculture. 20 months in French oak barrels. Winery: Jiménez-Landi. D.O. Méntrida. (Castilla La Mancha) Variety: Garnacha Tinta,Jiménez-Landi,Jiménez-Landi,Garnacha Tinta,Red wine
2356,2356,Ángeles de Amaren 2015,Red wine Barrel. 16 months in French and American oak barrels. Winery: Amaren. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Amaren,Amaren,Graciano,Red wine
2357,2357,Viña Pomal Ecológico 2017,Red wine Barrel Organic. 9 months in American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Bodegas Bilbaínas,Bodegas Bilbaínas,Tempranillo,Red wine
2358,2358,Venus La Figuera 2016,Red wine Aged in amphorae Respectful agriculture. 18 months in amphoras. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta,Venus La Universal,Venus La Universal,Garnacha Tinta,Red wine
2359,2359,Gratavinum GV5 2013,"Red wine Barrel Organic. 10 months in French oak barrels. Winery: Gratavinum. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena.",Gratavinum,Gratavinum,Cabernet Sauvignon,Red wine
2360,2360,Indigena 2018,Red wine Young Organic. 5 months in French oak barrels. Winery: Parés Baltà. D.O. Penedès. (Catalonia) Variety: Garnacha Tinta,Parés Baltà,Parés Baltà,Garnacha Tinta,Red wine
2361,2361,Luis Pérez Petit Verdot 2016,Red wine Barrel Respectful agriculture. 12 months in French oak barrels and 12 months in bottle. Winery: Bodegas Luis Pérez. VT Cádiz. (Andalusia) Variety: Petit Verdot,Bodegas Luis Pérez,Bodegas Luis Pérez,Petit Verdot,Red wine
2362,2362,Emilio Moro Vendimia Seleccionada 2017,Red wine Barrel. 12 months in French and American oak barrels. Winery: Emilio Moro. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Emilio Moro,Emilio Moro,Tempranillo,Red wine
2363,2363,Viña Zorzal Chardonnay 2019,White wine Young. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Chardonnay,Proyecto Zorzal,Proyecto Zorzal,Chardonnay,White wine
2364,2364,Lalama 2016,"Red wine Reserva Respectful agriculture. 20 months in French oak barrels. Winery: Dominio do Bibei. D.O. Ribeira Sacra. (Galicia) Variety: Mencía, Brancellao, Mouratón, Garnacha Tinta and Souson.",Dominio do Bibei,Dominio do Bibei,Ance,Red wine
2365,2365,Can Sumoi Perfum 2019,"White wine Young Natural. Winery: Can Sumoi. D.O. Penedès. (Catalonia) Variety: Macabeo, Muscat and Parellada.",Can Sumoi,Can Sumoi,Macabeo,White wine
2366,2366,Viña Real Reserva Magnum 2012,"Red wine Reserva. 22 months in oak barrels. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
2367,2367,Can Feixes Tradició Crianza 2011,"Red wine Crianza Respectful agriculture. 12 months in French oak barrels. Winery: Huguet de Can Feixes. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon, Ull de Llebre, Merlot and Petit Verdot.",Huguet de Can Feixes,Huguet de Can Feixes,Cabernet Sauvignon,Red wine
2368,2368,Marqués de Cáceres Gaudium 2015,Red wine Reserva. 20 months in French oak barrels. Winery: Marqués de Cáceres. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
2369,2369,Trasto Blanco 2018,White wine Young. 4 months in French oak barrels. Winery: Noelia de Paz. VT Castilla-León. (Castilla y León) Variety: Albarín,Noelia de Paz,Noelia de Paz,Albarín,White wine
2370,2370,Bernat Oller Rosat 2018,Rosé wine Aged on its lees Organic. 4 months on lees in stainless steel vats. Winery: Oller del Mas. D.O. Pla del Bages. (Catalonia) Variety: Merlot and Picapoll Negre.,Oller del Mas,Oller del Mas,Merlot,Rosé wine
2371,2371,Gran Feudo Crianza 2015,"Red wine Crianza. 12 months in American oak barrels. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Cabernet Sauvignon, Tempranillo, Garnacha Tinta and Merlot.",Gran Feudo,Gran Feudo,Cabernet Sauvignon,Red wine
