,name,description
2328,Suertes del Marqués El Lance 2017,"Red wine Barrel. 11 months in French oak barrels 500 L. Winery: Suertes del Marqués. D.O. Valle de la Orotava. (Canary Islands) Variety: Listan negro, Baboso Negro, Other red varieties and Vijariego Negro."
2329,Bracamonte Roble 2018,Red wine Oak. 6 months in French and American oak barrels. Winery: Yllera. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais
2330,Sangre de Toro 2018,Red wine Barrel. 6 months in American oak barrels. Winery: Torres. D.O. Catalunya. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2331,Cirsion Magnum 2016,Red wine Barrel. 8 months in French oak barrels. Winery: Roda. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2332,Clos Dominic Vinyes Baixes 2017,"Red wine Barrel. 12 months in French oak barrels. Winery: Clos Dominic. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Merlot, Picapoll Negre, Garnacha Tinta and Cariñena."
2333,Clos Dominic Vinyes Altes Selecció Miriam 2016,Red wine. 18 months in French oak barrels. Winery: Clos Dominic. D.O.Q. Priorat. (Catalonia) Variety: Cariñena
2334,Tentenublo Custero 2018,"Red wine Aged in cement eggs Organic. Winery: Tentenublo. D.O.Ca. Rioja. (La Rioja) Variety: Monastrell, Tempranillo, Malvasía, Garnacha Gris, Garnacha Tinta, Graciano, Viura and Calagraño."
2335,Villa Matilde Cecubo 2014,Red wine Barrel. Winery: Villa Matilde. IGP Roccamonfina. (Campania) Variety: Primitivo and Piedirosso.
2336,Carlania El Plantarga 2018,Rosé wine Natural Organic. Winery: Celler Carlania. Conca de Barberà. (Catalonia) Variety: Trepat
2337,Quinta de Couselo Selección 2015,White wine Crianza. 28 months in an inox tank. Winery: Quinta de Couselo. D.O. Rías Baixas. (Galicia) Variety: Albariño
2338,La del Vivo 2018,White wine Barrel. 12 months in French oak barrels used. Winery: La Vizcaína de Vinos. D.O. Bierzo. (Castilla y León) Variety: Godello
2339,Bruno Murciano Las Tintas 2018,"Red wine Barrel Respectful agriculture. Winery: Bruno Murciano. D.O. Utiel-Requena. (Valencia) Variety: Moravia Agria, Royal and Crujidera."
2340,Costers del Gravet 2016,"Red wine Barrel. 12 months in French oak barrels. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Cariñena and Garnacha Tinta."
2341,Muga Crianza Magnum 2016,"Red wine Crianza. 24 months in French and American oak barrels and 12 months in bottle. Winery: Muga. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano."
2342,Ponce Pino 2018,Red wine Barrel Respectful agriculture. 11 months in French oak barrels. Winery: Ponce. D.O. Manchuela. (Castilla La Mancha) Variety: Bobal
2343,Hito Rosado 2019,Rosé wine Young Respectful agriculture. Winery: Cepa 21. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
2344,El Sueño Bobal Cepas Centenarias Caliza 2016,Red wine Barrel Respectful agriculture. Winery: Bruno Murciano. D.O. Utiel-Requena. (Valencia) Variety: Bobal
2345,Atzar 2018,"Red wine Barrel Respectful agriculture. Winery: Mas la Mola. D.O.Q. Priorat. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta."
2346,Castello Monaci Negroamaro Maru 2018,Red wine Barrel. Winery: Castello Monaci. IGT Salento. (Puglia) Variety: Negroamaro
2347,Viña Ardanza Selección Especial Magnum 2010,Red wine Reserva. 36 months in American oak barrels and 36 months in bottle. Winery: La Rioja Alta. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Tempranillo.
2348,Semele Crianza 2017,Red wine Crianza. 12 months in oak barrels. Winery: Montebaco. D.O. Ribera del Duero. (Castilla y León) Variety: Merlot and Tinto Fino.
2349,Breca 2017,Red wine Crianza. 13 months in French oak barrels. Winery: Breca. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta
2350,Pinord +7 2016,"Red wine Reserva Organic. 14 months in French oak barrels and 12 months in bottle. Winery: Pinord. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta and Syrah."
2351,Ultreia Saint Jacques 2018,Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Raúl Pérez. D.O. Bierzo. (Castilla y León) Variety: Mencía
2352,Com Tu 2017,Red wine Barrel Respectful agriculture. 18 months in foudres. Winery: Clos Mogador. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta
2353,Torremorón Crianza 2016,Red wine Crianza. 16 months in French and American oak barrels. Winery: Bodegas Torremorón. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2354,Intramurs de Poblet Negre 2018,"Red wine Young. 4 months in French oak barrels. Winery: Abadía de Poblet. D.O. Conca de Barberà. (Catalonia) Variety: Cabernet Sauvignon, Merlot and Tempranillo."
2355,Jiménez-Landi Ataulfos 2018,Red wine Crianza Respectful agriculture. 20 months in French oak barrels. Winery: Jiménez-Landi. D.O. Méntrida. (Castilla La Mancha) Variety: Garnacha Tinta
2356,Ángeles de Amaren 2015,Red wine Barrel. 16 months in French and American oak barrels. Winery: Amaren. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2357,Viña Pomal Ecológico 2017,Red wine Barrel Organic. 9 months in American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2358,Venus La Figuera 2016,Red wine Aged in amphorae Respectful agriculture. 18 months in amphoras. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta
2359,Gratavinum GV5 2013,"Red wine Barrel Organic. 10 months in French oak barrels. Winery: Gratavinum. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
2360,Indigena 2018,Red wine Young Organic. 5 months in French oak barrels. Winery: Parés Baltà. D.O. Penedès. (Catalonia) Variety: Garnacha Tinta
2361,Luis Pérez Petit Verdot 2016,Red wine Barrel Respectful agriculture. 12 months in French oak barrels and 12 months in bottle. Winery: Bodegas Luis Pérez. VT Cádiz. (Andalusia) Variety: Petit Verdot
2362,Emilio Moro Vendimia Seleccionada 2017,Red wine Barrel. 12 months in French and American oak barrels. Winery: Emilio Moro. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2363,Viña Zorzal Chardonnay 2019,White wine Young. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Chardonnay
2364,Lalama 2016,"Red wine Reserva Respectful agriculture. 20 months in French oak barrels. Winery: Dominio do Bibei. D.O. Ribeira Sacra. (Galicia) Variety: Mencía, Brancellao, Mouratón, Garnacha Tinta and Souson."
2365,Can Sumoi Perfum 2019,"White wine Young Natural. Winery: Can Sumoi. D.O. Penedès. (Catalonia) Variety: Macabeo, Muscat and Parellada."
2366,Viña Real Reserva Magnum 2012,"Red wine Reserva. 22 months in oak barrels. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano."
2367,Can Feixes Tradició Crianza 2011,"Red wine Crianza Respectful agriculture. 12 months in French oak barrels. Winery: Huguet de Can Feixes. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon, Ull de Llebre, Merlot and Petit Verdot."
2368,Marqués de Cáceres Gaudium 2015,Red wine Reserva. 20 months in French oak barrels. Winery: Marqués de Cáceres. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2369,Trasto Blanco 2018,White wine Young. 4 months in French oak barrels. Winery: Noelia de Paz. VT Castilla-León. (Castilla y León) Variety: Albarín
2370,Bernat Oller Rosat 2018,Rosé wine Aged on its lees Organic. 4 months on lees in stainless steel vats. Winery: Oller del Mas. D.O. Pla del Bages. (Catalonia) Variety: Merlot and Picapoll Negre.
2371,Gran Feudo Crianza 2015,"Red wine Crianza. 12 months in American oak barrels. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Cabernet Sauvignon, Tempranillo, Garnacha Tinta and Merlot."
2372,Clos Fontà 2014,Red wine Barrel Organic. 14 months in French oak barrels. Winery: Mas d'en Gil. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2373,Coma Blanca 2015,White wine Reserva. 6 months in French oak barrels. Winery: Mas d'en Gil. D.O.Q. Priorat. (Catalonia) Variety: Macabeo and Garnacha Blanca.
2374,Domaine du Collier Saumur Blanc 2015,White wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Chenín Blanc
2375,Arzuaga Crianza 2017,Red wine Crianza. 16 months in French and American oak barrels. Winery: Arzuaga Navarro. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
2376,Terra d'Uro La Enfermera 2018,Red wine Barrel Respectful agriculture. 4 months in French and American oak barrels. Winery: Terra d'Uro. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
2377,Chateau Lafitte Jurançon Sec 2017,White wine Barrel Biodinámico. Winery: Chateau Lafitte. AOC Jurançon Sec. (Aquitania) Variety: Gros Manseng
2378,Chateau Lafitte Jurançon Doux 2015,White wine Barrel Biodinámico. Winery: Chateau Lafitte. AOC Jurançon. (Aquitania) Variety: Petit Mansenq and Gros Manseng.
2379,Fedellos do Couto Cortezada 2018,Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Fedellos de Couto. Ribeira Sacra. (Galicia) Variety: Mencía
2380,Ca'n Verdura Supernova 2017,Red wine Barrel. 13 months in French oak barrels 500 L. Winery: Ca'n Verdura Viticultors. D.O. Binissalem Mallorca. (Balearic Islands) Variety: Manto Negro
2381,Clunia Tempranillo 2014,Red wine Crianza. 12 months in French and American oak barrels and 6 months in bottle. Winery: Clunia. VT Castilla-León. (Castilla y León) Variety: Tempranillo
2382,Alzinger Riesling Loibenberg Smaragd 2018,White wine. Winery: Weingut Alzinger. Wachau. (Lower Austria) Variety: Riesling
2383,Allende 2013,Red wine Barrel Respectful agriculture. 14 months in French oak barrels. Winery: Finca Allende. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2384,Dido La Universal 2018,"Red wine Barrel Organic. 9 months in separate containers. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Merlot."
2385,Mullineux Quarz Leliefontein Chenin Blanc 2017,White wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc
2386,Domaine du Collier Saumur Rouge La Ripaille 2014,Red wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Cabernet Franc
2387,Kloof Street Old Vine Chenin Blanc 2019,White wine Barrel Respectful agriculture. Winery: Mullineux & Leeu. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc
2388,Kühling-Gillot Qvinterra Riesling Trocken 2017,White wine Young Organic. Winery: Kühling-Gillot. VDP Rheinhessen. (Rheinhessen) Variety: Riesling
2389,Arketipo 2015,Red wine Barrel. 12 months in oak barrels. Winery: Sota els Àngels. D.O. Empordà. (Catalonia) Variety: Syrah and Cariñena.
2390,Domaine du Collier Saumur Blanc La Charpentrie 2015,White wine Barrel Respectful agriculture. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Chenín Blanc
2391,A. J. Adam Riesling Trocken 2018,White wine Young Respectful agriculture. Winery: A.J. Adam. VDP Mosel-Saar-Ruwer. (Mosel) Variety: Riesling
2392,Domaine du Collier Saumur Rouge La Charpentrie 2015,Red wine Barrel Organic. Winery: Domaine du Collier. AOC Saumur. (Loire) Variety: Cabernet Franc
2393,Azpilicueta Crianza 2016,"Red wine Crianza. 12 months in French and American oak barrels. Winery: Azpilicueta. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
2394,Martín Berdugo Crianza 2017,Red wine Crianza. Winery: Martín Berdugo. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2395,Cañada París 2018,White wine Respectful agriculture. Winery: Baldovar 923. Valencia. (Valencia) Variety: Merseguera
2396,Vins Nus Siuralta Rouge 2018,Red wine Aged in amphorae Natural. 6 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Garnacha Tintorera and Trepat.
2397,Vins Nus Siuralta Morat 2018,Red wine Aged in amphorae Natural. 10 months in amphoras. Winery: Vins Nus. D.O. Montsant. (Catalonia) Variety: Syrah and Viognier.
2398,Juan Gil Silver Label 12 meses Magnum 2017,Red wine Barrel. 12 months in French oak barrels. Winery: Juan Gil. D.O. Jumilla. (Murcia) Variety: Monastrell
2399,LaFou El Sender 2017,"Red wine Barrel. 6 months in French oak barrels used. Winery: Lafou. D.O. Terra Alta. (Catalonia) Variety: Syrah, Morenillo and Garnacha Tinta."
2400,Jardins Rosat 2019,Rosé wine Young. Winery: Castillo de Perelada. D.O. Empordà. (Catalonia) Variety: Garnacha Tinta and Merlot.
2401,Remírez de Ganuza Reserva 2012,Red wine Reserva. 24 months in French and American oak barrels. Winery: Remírez de Ganuza. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2402,Kanonkop Kadette Pinotage 2017,Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage
2403,Kanonkop Pinotage 2017,Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage
2404,Kanonkop Kadette Cape Blend 2017,"Red wine Barrel. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Pinotage."
2405,Kanonkop Black Label Pinotage 2017,Red wine. Winery: Kanonkop. Stellenbosch. (Coastal Region) Variety: Pinotage
2406,Viñas del Vero Rosado 2019,Rosé wine Young. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Tempranillo
2407,Protos Crianza Magnum 2016,Red wine Crianza. 14 months in French and American oak barrels. Winery: Protos. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais
2408,Rotllan Torra Reserva 2014,"Red wine Reserva. 24 months in American oak barrels. Winery: Rotllan Torra. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Cariñena and Garnacha Tinta."
2409,Donovan Rall White 2018,"White wine Barrel Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Viognier, Verdello and Chenín Blanc."
2410,Rall Red 2017,"Red wine Barrel Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Syrah, Garnacha Blanca, Cariñena and Cinsault."
2411,Donovan Rall Grenache Blanc 2018,White wine Aged in cement eggs Organic. Winery: Rall Winery. Wine of Origin Swartland. (Coastal Region) Variety: Garnacha Blanca
2412,La Forcallà de Antonia 2018,Red wine Barrel. 8 months in oak barrels. Winery: Rafael Cambra. D.O. Valencia. (Valencia) Variety: Forcayat
2413,Josep Drouhin Chassagne-Montrachet 2017,White wine Barrel Organic Biodinámico. Winery: Joseph Drouhin. AOC Chassagne-Montrachet 1er Cru. (Burgundy) Variety: Chardonnay
2414,Domaine Guiberteau Saumur Blanc 2018,White wine Barrel Organic. Winery: Domaine Guiberteau. AOC Saumur. (Loire) Variety: Chenín Blanc
2415,Yavallo 2017,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Alvar de Dios Hernandez. D.O. Arribes. (Castilla y León) Variety: Mencía, Merenzao, Trincadeira, Cariñena and Rufete."
2416,Al Muvedre 2018,Red wine Young. Winery: Telmo Rodríguez. D.O. Alicante. (Valencia) Variety: Monastrell
2417,Scala Dei Prior 2017,"Red wine Barrel. 12 months in French and American oak barrels. Winery: Scala Dei. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
2418,Basa 2019,White wine Young. Winery: Telmo Rodríguez. D.O. Rueda. (Castilla y León) Variety: Viura and Verdejo.
2419,Gratavinum 2pir 2018,"Red wine Reserva Organic. 14 months in oak barrels. Winery: Gratavinum. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Cariñena."
2420,Robertson Winery Shiraz 2018,Red wine Barrel. Winery: Robertson Winery. Robertson. (Western Cape South Coast) Variety: Syrah
2421,Springfield Cuvee Sauvignon Blanc 2017,White wine Barrel fermented. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Sauvignon Blanc
2422,Springfield Methode Ancienne Chardonnay 2016,White wine Barrel. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Chardonnay
2423,Martivillí Sauvignon Blanc 2019,White wine Young. Winery: Ángel Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
2424,Springfield Life From Stone Sauvignon Blanc 2017,White wine Aged on its lees. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Sauvignon Blanc
2425,Springfield The Work Of Time 2012,"Red wine Barrel. 24 months in French oak barrels used. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot."
2426,La Flor del Flor de Primavera 2016,Red wine Barrel Kosher. 12 months in French oak barrels and 3 months in tank. Winery: Celler de Capçanes. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta
2427,Infinito 2015,Red wine Barrel. 18 months in French and American oak barrels. Winery: Ego Bodegas. D.O. Jumilla. (Murcia) Variety: Cabernet Sauvignon and Monastrell.
2428,Paul Cluver Estate Sauvignon Blanc 2018,White wine Aged on its lees. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Sauvignon Blanc and Semillon.
2429,Paul Cluver Estate Pinot Noir 2017,Red wine Barrel. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Pinot Noir
2430,Paul Cluver Estate Chardonnay 2017,White wine Barrel fermented. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Chardonnay
2431,Paul Cluver Estate Riesling 2018,White wine Aged on its lees. Winery: Paul Cluver. Elgin. (Western Cape South Coast) Variety: Riesling
2432,Castaño Monastrell 2018,Red wine Young. Winery: Castaño. D.O. Yecla. (Murcia) Variety: Monastrell
2433,Idoia Negre 2016,Red wine Barrel. Winery: Ca N'Estruc. D.O. Catalunya. (Catalonia) Variety: Syrah and Garnacha Tinta.
2434,Enate Chardonnay 234 2019,White wine Young Respectful agriculture. Winery: Enate. D.O. Somontano. (Aragón) Variety: Chardonnay
2435,Sprinfield Wild Yeast Chardonnay 2018,White wine Aged on its lees. Winery: Springfield Estate. Robertson. (Western Cape South Coast) Variety: Chardonnay
2436,David & Nadia Chenin Blanc 2017,White wine Barrel Organic. Winery: David & Nadia. Wine of Origin Swartland. (Coastal Region) Variety: Chenín Blanc
2437,David & Nadia Aristargos 2017,"White wine Barrel Organic. Winery: David & Nadia. Wine of Origin Swartland. (Coastal Region) Variety: Viognier, Roussanne, Semillon, Marsanne, Chenín Blanc and Clairette."
2438,La Celestina Vendimia Seleccionada 2015,Red wine Reserva. 18 months in French oak barrels. Winery: Dominio de Atauta. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2439,Bàrbara Forés Blanc 2019,White wine Young Respectful agriculture. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Viognier and Garnacha Blanca.
2440,Vino di Anna Palmento Rosso 2018,"Red wine Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other red varieties, Nerello Cappuccio and Nerello Mascalese."
2441,Enate Cabernet Sauvignon-Merlot 2017,Red wine Crianza Respectful agriculture. 6 months in American oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Cabernet Sauvignon and Merlot.
2442,Vino di Anna Jeudi 15 2017,Red wine Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other red varieties and Nerello Mascalese.
2443,Viña Real Gran Reserva 2013,Red wine Gran Reserva. 24 months in French and American oak barrels and 36 months in bottle. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2444,Bardos Verdejo 2019,White wine Young. Winery: Bardos. D.O. Rueda. (Castilla y León) Variety: Verdejo
2445,The Smuggler's Boot GSM 2016,"Red wine Barrel Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Syrah, Mourvèdre and Garnacha Tinta."
2446,The Smuggler's Boot Chardonnay 2017,White wine Barrel fermented Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Chardonnay
2447,The Smuggler's Boot Pinot Noir 2016,Red wine Barrel Respectful agriculture. Winery: Richard Kershaw. Elgin. (Western Cape South Coast) Variety: Pinot Noir
2448,Pinord Chateldon Reserva 2014,Red wine Reserva. 20 months in French and American oak barrels and 24 months in bottle. Winery: Pinord. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon
2449,Enate Crianza 2016,Red wine Crianza Respectful agriculture. 9 months in French and American oak barrels. Winery: Enate. D.O. Somontano. (Aragón) Variety: Cabernet Sauvignon and Tempranillo.
2450,Rioja Vega Tempranillo Blanco 2018,White wine Barrel. 6 months in French oak barrels. Winery: Rioja Vega. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo Blanco
2451,Alcorta Reserva Apasionado 2015,Red wine Reserva. 24 months in French and American oak barrels. Winery: Alcorta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
2452,Cortijo los Aguilares Pago El Espino 2017,"Red wine Barrel Respectful agriculture. 15 months in French oak barrels. Winery: Cortijo Los Aguilares. D.O. Málaga-Sierras de Málaga. (Andalusia) Variety: Tempranillo, Petit Verdot and Merlot."
2453,Camándula 2017,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels used. Winery: Bodegas Peixes. Ribeira Sacra. (Galicia) Variety: Garnacha Tintorera, Souson, Grao Negro, Mencía and Mouratón."
2454,Menade Sauvignon Blanc 2019,White wine Young Organic. Winery: Menade. D.O. Rueda. (Castilla y León) Variety: Sauvignon Blanc
2455,Curii 2015,Red wine Barrel Respectful agriculture. Winery: Curii. Alicante. (Valencia) Variety: Garnacha Tinta
2456,Curii Una noche y un dia 2018,Red wine Aged on its lees Respectful agriculture. Winery: Curii. Alicante. (Valencia) Variety: Garnacha Tinta
2457,Jaboulet Côtes du Rhône Blanc Parallèle 45 2018,"White wine Barrel. Winery: Domaines Paul Jaboulet Aîné. AOC Côtes du Rhône. (Rhone) Variety: Viognier, Garnacha Blanca, Marsanne and Bourboulenc."
2458,Niepoort LBV 2015,"Fortified wine Oporto. Winery: Niepoort. Porto. (Douro) Variety: Souson, Touriga Nacional, Tinta rotiz, Other red varieties, Tinta Amarela and Touringa franca."
2459,Vino di Anna Palmento Bianco 2018,"Orange wine Aged on its lees Organic Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Other White varieties, Grecanico Dorato, Catarratto, Minella and Carricante."
2460,De Trafford Syrah CSC 2013,Red wine Barrel. Winery: De Trafford. Stellenbosch. (Coastal Region) Variety: Syrah
2461,De Trafford Petit Verdot 2012,Red wine Barrel. Winery: De Trafford. Stellenbosch. (Coastal Region) Variety: Petit Verdot
2462,De Trafford Blueprint Syrah 2014,Red wine Barrel. 20 months in French oak barrels used. Winery: De Trafford. Stellenbosch. (Coastal Region) Variety: Syrah
2463,De Trafford Straw Wine 2015,Sweet wine Barrel. Winery: De Trafford. Stellenbosch. (Coastal Region) Variety: Chenín Blanc
2464,De Trafford Chenin Blanc 2018,White wine Barrel fermented. Winery: De Trafford. Stellenbosch. (Coastal Region) Variety: Chenín Blanc
2465,Goianea Txakoli Uno 2016,White wine Aged on its lees Respectful agriculture. Winery: Goianea. D.O. Arabako-Txakolina. (Basque Country) Variety: Hondarribi Zuri and Hondarribi zuri zerratia.
2466,RIM Sarau 2018,Red wine Barrel Natural Organic. Winery: RIM Jordi Esteve. Empordà. (Catalonia) Variety: Garnacha Tinta and Cariñena.
2467,Marqués de Cáceres Crianza Magnum 2016,"Red wine Crianza. 12 months in French oak barrels. Winery: Marqués de Cáceres. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
2468,Viña Pomal Gran Reserva 2012,Red wine Gran Reserva. 36 months in American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2469,Taleia Brisat 2017,White wine Barrel Natural. 12 months in oak barrels. Winery: Castell d'Encús. D.O. Costers del Segre. (Catalonia) Variety: Sauvignon Blanc and Semillon.
2470,Ramón Bilbao Verdejo 2019,White wine Young. Winery: Ramón Bilbao. D.O. Rueda. (Castilla y León) Variety: Verdejo
2471,Te Mata Syrah Estate Vineyards 2018,Red wine Barrel. Winery: Te Mata Estate Winery. Hawke's Bay. (Hawke's Bay) Variety: Syrah
2472,Te Mata Sauvignon Blanc Estate Vineyards 2018,White wine Aged on its lees. Winery: Te Mata Estate Winery. Hawke's Bay. (Hawke's Bay) Variety: Sauvignon Blanc
2473,Te Mata Bullnose Syrah 2014,Red wine Barrel. Winery: Te Mata Estate Winery. Hawke's Bay. (Hawke's Bay) Variety: Syrah
2474,Te Mata Cape Crest Sauvignon Blanc 2018,White wine Barrel fermented. Winery: Te Mata Estate Winery. Hawke's Bay. (Hawke's Bay) Variety: Sauvignon Blanc
2475,Barahonda Blanco 2019,White wine Young. Winery: Barahonda. D.O. Yecla. (Murcia) Variety: Verdejo
2476,Barahonda Barrica 2017,Red wine Barrel. 6 months in French oak barrels. Winery: Barahonda. D.O. Yecla. (Murcia) Variety: Monastrell and Syrah.
2477,Atlan & Artisan 8 Vents 2017,"Red wine Barrel. 16 months in French oak barrels. Winery: Atlan & Artisan. VT Mallorca. (Balearic Islands) Variety: Syrah, Merlot, Tempranillo and Other red varieties."
2478,Carchelo Altico 2015,Red wine Barrel. 12 months in French oak barrels. Winery: Carchelo. D.O. Jumilla. (Murcia) Variety: Syrah
2479,Jean Leon 3055 Chardonnay 2019,White wine Young Organic. Winery: Jean Leon. D.O. Penedès. (Catalonia) Variety: Chardonnay
2480,Quinta Do Crasto Branco Superior 2017,White wine Barrel. Winery: Quinta Do Crasto. DOC Douro. (Douro) Variety: Verdejo and Viosinho.
2481,Blanc d'Orto 2018,White wine Young Respectful agriculture. Winery: Orto Vins. D.O. Montsant. (Catalonia) Variety: Garnacha Blanca
2482,Succés El Pedregal 2016,White wine Young Natural. Winery: Succés Vinícola. D.O. Conca de Barberà. (Catalonia) Variety: Parellada
2483,Altos del Terral Crianza 2016,Red wine Crianza. 12 months in French oak barrels. Winery: Bodegas Alto del Terral. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
2484,Rioja Alta 904 Gran Reserva Magnum 2010,Red wine Gran Reserva. 48 months in American oak barrels. Winery: La Rioja Alta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
2485,Ata Rangi Lismore Pinot Gris 2018,White wine Barrel fermented Organic. Winery: Ata Rangi. Martinborough. Variety: Pinot Gris
2486,Ata Rangi Raranga Sauvignon Blanc 2017,White wine Barrel Organic. Winery: Ata Rangi. Martinborough. Variety: Sauvignon Blanc
2487,Ata Rangi Craighall Chardonnay 2016,White wine Barrel Organic. Winery: Ata Rangi. Martinborough. Variety: Chardonnay
2488,Ata Rangi Pinot Noir 2016,Red wine Barrel Organic. Winery: Ata Rangi. Martinborough. Variety: Pinot Noir
2489,Furvus 2017,Red wine Reserva. 12 months in French oak barrels. Winery: Vinyes Domènech. D.O. Montsant. (Catalonia) Variety: Merlot and Garnacha Peluda.
2490,Vulcano Malvasía Seco 2019,White wine Young. Winery: Bodega Vulcano. D.O. Lanzarote. (Canary Islands) Variety: Malvasía
